region,published_stop_name,canonical_candidate,stop_id,latitude,longitude,coordinate_status,identity_status,verification_date
Berhampur,KARAPALLI,KARAPALLI,REG-0184,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SATYA NARAYAN PUR,SATYA NARAYAN PUR,REG-0185,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,RANGEILUNDA VILLAGE,RANGEILUNDA VILLAGE,REG-0186,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,ANTARABATIA,ANTARABATIA,REG-0187,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BERHAMPUR UNIVERSITY,BERHAMPUR UNIVERSITY,REG-0188,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BHANJA VIHAR,BHANJA VIHAR,REG-0189,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,MONARCH CHAKA,MONARCH CHAKA,REG-0190,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,OUAT COLLEGE,OUAT COLLEGE,REG-0191,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,GOUDA SAHI,GOUDA SAHI,REG-0192,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,MANDIAPALLI VILLAGE,MANDIAPALLI VILLAGE,REG-0193,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,PREM OFFICE,PREM OFFICE,REG-0194,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SAI TEMPLE,SAI TEMPLE,REG-0195,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,MANDIAPALLI,MANDIAPALLI,REG-0196,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,POKUDIBANDHA,POKUDIBANDHA,REG-0197,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,GOPALPUR JN,GOPALPUR JN,REG-0198,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BHAKTASHALA BEGA COLONY,BHAKTASHALA BEGA COLONY,REG-0199,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,ANKULI BYPASS,ANKULI BYPASS,REG-0200,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,LANJIPALI NH,LANJIPALI NH,REG-0201,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,MARKENDAWAR TEMPLE,MARKENDAWAR TEMPLE,REG-0202,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,KHAJURIA,KHAJURIA,REG-0203,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,HALDIAPADAR DEPOT,HALDIAPADAR DEPOT,REG-0204,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,CHATRAPUR BUS STAND,CHATRAPUR BUS STAND,REG-0205,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BISWANATH SCHOOL,BISWANATH SCHOOL,REG-0206,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,KOTHARSINGI VILLAGE,KOTHARSINGI VILLAGE,REG-0207,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,PALUR HILL,PALUR HILL,REG-0208,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SIDHHA BHAIRAVI TEMPLE,SIDHHA BHAIRAVI TEMPLE,REG-0209,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,HARADANGA VILLAGE,HARADANGA VILLAGE,REG-0210,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,DISHA COLLEGE,DISHA COLLEGE,REG-0211,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,JAGANNATHPUR,JAGANNATHPUR,REG-0212,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,VIGNAN COLLEGE,VIGNAN COLLEGE,REG-0213,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BAHADUR PENTHO,BAHADUR PENTHO,REG-0214,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BISWANATHPUR VILLAGE,BISWANATHPUR VILLAGE,REG-0215,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SRIHARI NAGAR,SRIHARI NAGAR,REG-0216,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,GOVINDPUR,GOVINDPUR,REG-0217,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,GOVINDPUR SQUARE,GOVINDPUR SQUARE,REG-0218,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BADI CHHAKA,BADI CHHAKA,REG-0219,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,ARUA SONAPUR,ARUA SONAPUR,REG-0220,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SONAPUR VILLAGE,SONAPUR VILLAGE,REG-0221,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SONAPUR BEACH,SONAPUR BEACH,REG-0222,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BERHAMPUR FIRST GATE,BERHAMPUR FIRST GATE,REG-0223,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,HARIDAKHANDI CHOWK,HARIDAKHANDI CHOWK,REG-0224,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,NEW TALUKA,NEW TALUKA,REG-0225,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,OLD TALUKA,OLD TALUKA,REG-0226,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BANDHA TALUKA,BANDHA TALUKA,REG-0227,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SRI RAM NAGAR,SRI RAM NAGAR,REG-0228,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,GIRI MARKET,GIRI MARKET,REG-0229,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,ROYAL MOTOR,ROYAL MOTOR,REG-0230,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,REDDY GARAGE,REDDY GARAGE,REG-0231,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,GATE BAZAR BERHAMPUR,GATE BAZAR BERHAMPUR,REG-0232,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,CITY HOSPITAL BERHAMPUR,CITY HOSPITAL BERHAMPUR,REG-0233,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,VISHAL MEGA MART,VISHAL MEGA MART,REG-0234,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,PANI TANKI BERHAMPUR,PANI TANKI BERHAMPUR,REG-0235,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SUBARAO CHOWK,SUBARAO CHOWK,REG-0236,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,BIJIPUR CHOWK,BIJIPUR CHOWK,REG-0237,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,CHURCH CHOWK,CHURCH CHOWK,REG-0238,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,MKCG MEDICAL COLLEGE CHOWK,MKCG MEDICAL COLLEGE CHOWK,REG-0239,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,COURTPETA CHOWK,COURTPETA CHOWK,REG-0240,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,TATA BENZ CHOWK,TATA BENZ CHOWK,REG-0241,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,ANDHPASARA CHOWK,ANDHPASARA CHOWK,REG-0242,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,OSBC OFFICE,OSBC OFFICE,REG-0243,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,CHAKADOLA FOODS,CHAKADOLA FOODS,REG-0244,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,PATAPUR CHOWK,PATAPUR CHOWK,REG-0245,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,DASHAPUR CHOWK,DASHAPUR CHOWK,REG-0246,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,MAJHIGAON,MAJHIGAON,REG-0247,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,INDRAVASH COLONY,INDRAVASH COLONY,REG-0248,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,DUMDUMI CHOWK,DUMDUMI CHOWK,REG-0249,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,KOLATHIGAM CHOWK,KOLATHIGAM CHOWK,REG-0250,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,SOLABINDHA VILLAGE,SOLABINDHA VILLAGE,REG-0251,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,KIRTIPUR VILLAGE,KIRTIPUR VILLAGE,REG-0252,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,LOHADIGAON VILLAGE,LOHADIGAON VILLAGE,REG-0253,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,LODIGAON PANCHAYAT OFFICE,LODIGAON PANCHAYAT OFFICE,REG-0254,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Berhampur,IISER,IISER,REG-0255,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JAIL ROAD,JAIL ROAD,REG-0256,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BSNL CHOWK,BSNL CHOWK,REG-0257,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BIJU PATTANAIK CHOWK,BIJU PATTANAIK CHOWK,REG-0258,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,COLLECTORATE CIRCLE,COLLECTORATE CIRCLE,REG-0259,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,LABANYA BUS STAND,LABANYA BUS STAND,REG-0260,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,NEW COURT CHOWK,NEW COURT CHOWK,REG-0261,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,RTO OFFICE,RTO OFFICE,REG-0262,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,GOVT. WOMENS COLLEGE,GOVT. WOMENS COLLEGE,REG-0263,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,MANDUA,MANDUA,REG-0264,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,TASAR SILK PARK,TASAR SILK PARK,REG-0265,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,TANGARPALSA,TANGARPALSA,REG-0266,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,NARANPUR RAAILWAY STN. ROAD,NARANPUR RAAILWAY STN. ROAD,REG-0267,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,NARANPUR,NARANPUR,REG-0268,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,NARANPUR DUBURI JN.,NARANPUR DUBURI JN,REG-0269,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,NARANPUR HIGH SCHOOL,NARANPUR HIGH SCHOOL,REG-0270,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,KISS CAMPUS,KISS CAMPUS,REG-0271,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,RIMULI HIGHWAY CHOWK,RIMULI HIGHWAY CHOWK,REG-0272,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"GOVT HOSPITAL, SUAKATI","GOVT HOSPITAL, SUAKATI",REG-0273,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SUAKATI SQUARE,SUAKATI SQUARE,REG-0274,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JAMUDIA,JAMUDIA,REG-0275,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SARUKUDARA CHOWK,SARUKUDARA CHOWK,REG-0276,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BADA GHAGHARA VILLAGE,BADA GHAGHARA VILLAGE,REG-0277,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,UPARJAGARA,UPARJAGARA,REG-0278,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BADA GHAGHARA WATERFALL,BADA GHAGHARA WATERFALL,REG-0279,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SANAGHAGHARA PARK,SANAGHAGHARA PARK,REG-0280,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,HATI TOWER,HATI TOWER,REG-0281,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,FIRE STATION,FIRE STATION,REG-0282,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,MUMBAI HIGHWAY ROAD,MUMBAI HIGHWAY ROAD,REG-0283,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,KING'S PALACE,KING'S PALACE,REG-0284,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,OLD TOWN POST OFFICE,OLD TOWN POST OFFICE,REG-0285,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DUKHIA CHOWK,DUKHIA CHOWK,REG-0286,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DHENKAPUR,DHENKAPUR,REG-0287,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DISTRICT HOSPITAL,DISTRICT HOSPITAL,REG-0288,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,GANDHI CHOWK,GANDHI CHOWK,REG-0289,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SERAJUDDIN CHOWK,SERAJUDDIN CHOWK,REG-0290,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"RAILWAY STATION, KEONJHAR","RAILWAY STATION, KEONJHAR",REG-0291,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,KARANJIA BUS STAND,KARANJIA BUS STAND,REG-0292,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,RABINDRA VIDHYA NIKETAN,RABINDRA VIDHYA NIKETAN,REG-0293,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,GHUTUR SQUARE,GHUTUR SQUARE,REG-0294,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"GURUDWARA, MUKTAPUR","GURUDWARA, MUKTAPUR",REG-0295,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SHANKARPUR STADIUM,SHANKARPUR STADIUM,REG-0296,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"REGIONAL COLLEGE, BABARTAPOSI","REGIONAL COLLEGE, BABARTAPOSI",REG-0297,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DDU CAMPUS,DDU CAMPUS,REG-0298,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SIDHHI MATHA,SIDHHI MATHA,REG-0299,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,AGNISHWAR MAHADEV TEMPLE,AGNISHWAR MAHADEV TEMPLE,REG-0300,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JUDIA CHAURA,JUDIA CHAURA,REG-0301,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,NIHAL SINGH CHAKA,NIHAL SINGH CHAKA,REG-0302,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DHANGARAPADA TIRAHA,DHANGARAPADA TIRAHA,REG-0303,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,ATOPUR ROAD,ATOPUR ROAD,REG-0304,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,TELKOI BUS STAND,TELKOI BUS STAND,REG-0305,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,LAW COLLEGE,LAW COLLEGE,REG-0306,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,ODISHA SCHOOL OF MINING ENGINEERING(OSME),ODISHA SCHOOL OF MINING ENGINEERING(OSME),REG-0307,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SILUA MUKUNDAPUR,SILUA MUKUNDAPUR,REG-0308,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"SIVA TEMPLE,GOVINDAPUR","SIVA TEMPLE,GOVINDAPUR",REG-0309,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,GOVINDAPUR,GOVINDAPUR,REG-0310,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"SIRIDISAI, BAMPARA CHAKA","SIRIDISAI, BAMPARA CHAKA",REG-0311,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,CHAKA NUA SAHI,CHAKA NUA SAHI,REG-0312,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DAKSHINA KALI MANDIR,DAKSHINA KALI MANDIR,REG-0313,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BADADERA,BADADERA,REG-0314,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DISTRICT LIBRARY,DISTRICT LIBRARY,REG-0315,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BHALUKIPATALA,BHALUKIPATALA,REG-0316,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SIDHIMATHA,SIDHIMATHA,REG-0317,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,HUDCO PARK,HUDCO PARK,REG-0318,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SHREE GANESH SIKHYANUSTHAN,SHREE GANESH SIKHYANUSTHAN,REG-0319,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,THAKURPATNA RANKI,THAKURPATNA RANKI,REG-0320,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,"K.V, KEONJHAR","K.V, KEONJHAR",REG-0321,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BALABHADRAPUR,BALABHADRAPUR,REG-0322,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BELDA,BELDA,REG-0323,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,KEONJHAR BUS STAND,KEONJHAR BUS STAND,REG-0324,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,L.V PRASAD,L.V PRASAD,REG-0325,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,LORD JAGANNATH COLLEGE,LORD JAGANNATH COLLEGE,REG-0326,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BANIAPAT CHOWK,BANIAPAT CHOWK,REG-0327,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,HARIHAR COLONY,HARIHAR COLONY,REG-0328,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DD UNVERSITY,DD UNVERSITY,REG-0329,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,GST OFFICE,GST OFFICE,REG-0330,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DHARANIDHAR MEDICAL COLLEGE,DHARANIDHAR MEDICAL COLLEGE,REG-0331,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,YOGI MATHA,YOGI MATHA,REG-0332,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,PADMPUR,PADMPUR,REG-0333,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,MSP SPONGE IRON,MSP SPONGE IRON,REG-0334,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,HUNDULA,HUNDULA,REG-0335,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JAMUDIHA,JAMUDIHA,REG-0336,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,PALASPANGA CHOWK,PALASPANGA CHOWK,REG-0337,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,GREEN FIELD SCHOOL,GREEN FIELD SCHOOL,REG-0338,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,OSISL CHOWK,OSISL CHOWK,REG-0339,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JHUMPURA BYPASS,JHUMPURA BYPASS,REG-0340,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JHUMPURA BLOCK CHOWK,JHUMPURA BLOCK CHOWK,REG-0341,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JHUMPURA MARKET,JHUMPURA MARKET,REG-0342,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JHUMPURA BUS STAND,JHUMPURA BUS STAND,REG-0343,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JHUMPURA P.S,JHUMPURA P.S,REG-0344,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,V-MART,V-MART,REG-0345,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,SAMBAD OFFICE,SAMBAD OFFICE,REG-0346,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,JODA BARBIL BUS STAND,JODA BARBIL BUS STAND,REG-0347,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,MOHIGAON,MOHIGAON,REG-0348,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,DHURPADA,DHURPADA,REG-0349,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,BALIAGUDA,BALIAGUDA,REG-0350,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,RAISUN,RAISUN,REG-0351,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,RAISUN COLLEGE,RAISUN COLLEGE,REG-0352,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,RAISUAN AIRSTRIP,RAISUAN AIRSTRIP,REG-0353,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
Keonjhar,OMFED,OMFED,REG-0354,,,unresolved,candidate_only_no_cross-source_physical_merge,2026-08-17
